customer_id,period,tenure_months,age,region,contract_type,monthly_charges,usage_minutes,support_calls,complaints_last_3m,payment_method,late_payments,marketing_emails_opened,active_days_last_month,churn
C0002,2024-09,39,30,Lima,Premium,55.04,266.74,1,0,BankTransfer,0,0,24,0
C0002,2024-10,40,30,Lima,Premium,55.04,305.11,1,0,BankTransfer,0,1,35,0
C0002,2024-11,41,30,Lima,Premium,55.04,248.04,0,0,BankTransfer,1,0,22,1
C0003,2023-01,23,43,East,Premium,40.39,354.08,0,1,DigitalWallet,0,5,26,0
C0003,2023-02,24,43,East,Premium,40.39,418.49,0,1,DigitalWallet,0,2,33,0
C0003,2023-03,25,43,East,Premium,40.39,340.84,0,0,DigitalWallet,0,2,17,0
C0003,2023-04,26,43,East,Premium,40.39,371.84,1,1,DigitalWallet,0,3,15,0
C0003,2023-05,27,43,East,Premium,40.39,336.63,0,0,DigitalWallet,1,1,25,0
C0003,2023-06,28,43,East,Premium,40.39,321.78,0,0,DigitalWallet,0,1,27,0
C0003,2023-07,29,43,East,Premium,40.39,348.86,2,0,DigitalWallet,0,0,28,0
C0003,2023-08,30,43,East,Premium,40.39,287.1,2,3,DigitalWallet,0,4,25,0
C0003,2023-09,31,43,East,Premium,40.39,358.04,0,0,DigitalWallet,1,0,29,0
C0003,2023-10,32,43,East,Premium,40.39,400.27,2,1,DigitalWallet,0,2,16,0
C0003,2023-11,33,43,East,Premium,40.39,326.04,0,0,DigitalWallet,0,4,18,0
C0003,2023-12,34,43,East,Premium,40.39,341.16,0,0,DigitalWallet,0,3,16,0
C0003,2024-01,35,43,East,Premium,40.39,363.46,1,0,DigitalWallet,0,2,25,0
C0003,2024-02,36,43,East,Premium,40.39,395.56,1,0,DigitalWallet,0,1,25,0
C0003,2024-03,37,43,East,Premium,40.39,292.39,0,0,DigitalWallet,0,1,21,0
C0003,2024-04,38,43,East,Premium,40.39,477.21,0,0,DigitalWallet,0,3,16,0
C0003,2024-05,39,43,East,Premium,40.39,382.06,0,0,DigitalWallet,0,2,29,0
C0003,2024-06,40,43,East,Premium,40.39,442.75,1,0,DigitalWallet,0,0,22,1
C0004,2023-01,5,45,Lima,Monthly,89.8,477.62,0,0,Cash,0,1,28,0
C0004,2023-02,6,45,Lima,Monthly,89.8,442.33,0,0,Cash,0,2,26,0
C0004,2023-03,7,45,Lima,Monthly,89.8,388.38,0,1,Cash,0,4,36,0
C0004,2023-04,8,45,Lima,Monthly,89.8,437.24,0,0,Cash,1,1,21,0
C0004,2023-05,9,45,Lima,Monthly,89.8,410.49,2,0,Cash,0,1,31,0
C0004,2023-06,10,45,Lima,Monthly,89.8,451.28,0,0,Cash,0,1,13,0
C0004,2023-07,11,45,Lima,Monthly,89.8,482.0,0,1,Cash,0,2,22,1
C0005,2023-01,17,23,Lima,Monthly,51.36,675.57,0,1,CreditCard,0,2,24,0
C0005,2023-02,18,23,Lima,Monthly,51.36,594.54,0,0,CreditCard,0,2,27,0
C0005,2023-03,19,23,Lima,Monthly,51.36,608.77,1,0,CreditCard,0,2,19,0
C0005,2023-04,20,23,Lima,Monthly,51.36,546.47,0,0,CreditCard,0,0,23,0
C0005,2023-05,21,23,Lima,Monthly,51.36,658.92,1,0,CreditCard,0,2,28,0
C0005,2023-06,22,23,Lima,Monthly,51.36,505.15,1,0,CreditCard,1,1,17,1
C0006,2023-01,23,23,International,Premium,81.05,283.0,0,1,DigitalWallet,0,3,24,0
C0006,2023-02,24,23,International,Premium,81.05,180.57,1,0,DigitalWallet,0,0,27,0
C0006,2023-03,25,23,International,Premium,81.05,223.28,1,0,DigitalWallet,0,1,26,0
C0006,2023-04,26,23,International,Premium,81.05,378.55,1,1,DigitalWallet,0,2,20,0
C0006,2023-05,27,23,International,Premium,81.05,246.17,0,1,DigitalWallet,0,2,25,0
C0006,2023-06,28,23,International,Premium,81.05,279.7,0,0,DigitalWallet,0,3,25,0
C0006,2023-07,29,23,International,Premium,81.05,355.04,0,0,DigitalWallet,0,0,16,0
C0006,2023-08,30,23,International,Premium,81.05,97.81,0,0,DigitalWallet,0,0,31,0
C0006,2023-09,31,23,International,Premium,81.05,337.5,2,0,DigitalWallet,0,0,23,0
C0006,2023-10,32,23,International,Premium,81.05,232.05,1,0,DigitalWallet,0,2,33,0
C0006,2023-11,33,23,International,Premium,81.05,80.78,1,0,DigitalWallet,0,4,22,0
C0006,2023-12,34,23,International,Premium,81.05,134.39,2,0,DigitalWallet,0,2,20,0
C0006,2024-01,35,23,International,Premium,81.05,307.45,0,0,DigitalWallet,0,0,27,0
C0006,2024-02,36,23,International,Premium,81.05,197.51,0,1,DigitalWallet,0,1,21,0
C0006,2024-03,37,23,International,Premium,81.05,187.36,1,0,DigitalWallet,0,3,27,0
C0006,2024-04,38,23,International,Premium,81.05,208.55,1,0,DigitalWallet,0,0,24,0
C0006,2024-05,39,23,International,Premium,81.05,192.06,0,0,DigitalWallet,0,3,28,0
C0006,2024-06,40,23,International,Premium,81.05,200.46,0,0,DigitalWallet,0,2,19,0
C0006,2024-07,41,23,International,Premium,81.05,300.32,1,0,DigitalWallet,0,2,22,0
C0006,2024-08,42,23,International,Premium,81.05,217.24,0,1,DigitalWallet,1,5,20,0
C0006,2024-09,43,23,International,Premium,81.05,188.92,0,0,DigitalWallet,0,3,20,0
C0006,2024-10,44,23,International,Premium,81.05,235.94,3,0,DigitalWallet,0,0,24,0
C0006,2024-11,45,23,International,Premium,81.05,276.49,0,1,DigitalWallet,0,2,26,0
C0006,2024-12,46,23,International,Premium,81.05,215.4,1,1,DigitalWallet,1,0,23,0
C0006,2025-01,47,23,International,Premium,81.05,213.85,2,0,DigitalWallet,0,3,25,0
C0006,2025-02,48,23,International,Premium,81.05,175.11,0,1,DigitalWallet,0,3,33,1
C0007,2023-01,22,54,Lima,Annual,73.21,257.99,1,0,Debit,1,1,28,0
C0007,2023-02,23,54,Lima,Annual,73.21,221.75,1,0,Debit,0,2,24,0
C0007,2023-03,24,54,Lima,Annual,73.21,367.51,2,0,Debit,0,1,22,0
C0007,2023-04,25,54,Lima,Annual,73.21,141.26,1,0,Debit,0,2,28,0
C0007,2023-05,26,54,Lima,Annual,73.21,272.62,1,0,Debit,0,0,26,0
C0007,2023-06,27,54,Lima,Annual,73.21,163.47,0,1,Debit,0,3,22,0
C0007,2023-07,28,54,Lima,Annual,73.21,268.41,0,0,Debit,1,0,25,0
C0007,2023-08,29,54,Lima,Annual,73.21,269.43,2,1,Debit,0,1,22,0
C0007,2023-09,30,54,Lima,Annual,73.21,216.56,0,0,Debit,0,1,22,0
C0007,2023-10,31,54,Lima,Annual,73.21,329.45,0,0,Debit,1,1,24,1
C0008,2023-01,3,59,North,Annual,82.48,410.12,1,0,BankTransfer,0,1,21,0
C0008,2023-02,4,59,North,Annual,82.48,411.04,0,1,BankTransfer,0,2,23,0
C0008,2023-03,5,59,North,Annual,82.48,354.37,2,0,BankTransfer,1,5,22,0
C0008,2023-04,6,59,North,Annual,82.48,382.99,1,0,BankTransfer,0,0,26,0
C0008,2023-05,7,59,North,Annual,82.48,439.69,1,0,BankTransfer,0,1,26,0
C0008,2023-06,8,59,North,Annual,82.48,421.75,1,0,BankTransfer,0,0,23,0
C0008,2023-07,9,59,North,Annual,82.48,403.59,0,0,BankTransfer,0,0,29,0
C0008,2023-08,10,59,North,Annual,82.48,407.43,2,0,BankTransfer,0,1,23,0
C0008,2023-09,11,59,North,Annual,82.48,466.02,1,0,BankTransfer,1,3,24,0
C0008,2023-10,12,59,North,Annual,82.48,383.7,0,1,BankTransfer,0,0,19,0
C0008,2023-11,13,59,North,Annual,82.48,409.08,1,1,BankTransfer,1,0,26,0
C0008,2023-12,14,59,North,Annual,82.48,362.93,0,0,BankTransfer,0,1,28,0
C0008,2024-01,15,59,North,Annual,82.48,388.12,0,0,BankTransfer,1,1,20,0
C0008,2024-02,16,59,North,Annual,82.48,378.24,2,1,BankTransfer,0,0,26,1
C0009,2023-01,20,35,North,Annual,56.76,552.96,1,0,Cash,2,1,23,0
C0009,2023-02,21,35,North,Annual,56.76,497.95,0,0,Cash,0,1,28,0
C0009,2023-03,22,35,North,Annual,56.76,445.68,1,0,Cash,0,2,18,0
C0009,2023-04,23,35,North,Annual,56.76,416.38,0,0,Cash,0,3,20,0
C0009,2023-05,24,35,North,Annual,56.76,501.49,2,0,Cash,0,3,27,0
C0009,2023-06,25,35,North,Annual,56.76,481.53,0,0,Cash,0,0,20,0
C0009,2023-07,26,35,North,Annual,56.76,509.47,0,0,Cash,0,0,20,0
C0009,2023-08,27,35,North,Annual,56.76,607.37,0,0,Cash,1,1,21,0
C0009,2023-09,28,35,North,Annual,56.76,443.23,1,0,Cash,0,2,21,0
C0009,2023-10,29,35,North,Annual,56.76,406.45,0,0,Cash,0,1,24,0
C0009,2023-11,30,35,North,Annual,56.76,518.36,0,0,Cash,0,2,27,0
C0009,2023-12,31,35,North,Annual,56.76,462.61,2,1,Cash,1,0,20,0
C0009,2024-01,32,35,North,Annual,56.76,538.07,0,0,Cash,0,1,24,0
C0009,2024-02,33,35,North,Annual,56.76,419.94,1,1,Cash,0,3,21,0
C0009,2024-03,34,35,North,Annual,56.76,461.31,0,0,Cash,0,0,24,0
C0009,2024-04,35,35,North,Annual,56.76,524.49,1,0,Cash,0,2,23,0
C0009,2024-05,36,35,North,Annual,56.76,365.32,1,2,Cash,0,2,34,0
C0009,2024-06,37,35,North,Annual,56.76,541.64,0,0,Cash,1,0,27,0
C0009,2024-07,38,35,North,Annual,56.76,457.5,0,1,Cash,0,1,29,0
C0009,2024-08,39,35,North,Annual,56.76,481.49,0,0,Cash,0,1,23,0
C0009,2024-09,40,35,North,Annual,56.76,365.68,0,0,Cash,0,2,22,0
C0009,2024-10,41,35,North,Annual,56.76,549.08,0,0,Cash,0,3,28,0
C0009,2024-11,42,35,North,Annual,56.76,520.85,0,0,Cash,0,0,25,0
C0009,2024-12,43,35,North,Annual,56.76,451.17,1,0,Cash,0,0,18,0
C0009,2025-01,44,35,North,Annual,56.76,467.39,1,0,Cash,0,1,26,1
C0010,2023-01,18,62,Center,Enterprise,42.11,505.37,0,0,Debit,1,1,19,0
C0010,2023-02,19,62,Center,Enterprise,42.11,463.2,0,1,Debit,0,0,23,0
C0010,2023-03,20,62,Center,Enterprise,42.11,480.21,2,0,Debit,0,0,27,0
C0010,2023-04,21,62,Center,Enterprise,42.11,517.52,2,0,Debit,0,3,22,0
C0010,2023-05,22,62,Center,Enterprise,42.11,447.52,1,0,Debit,0,1,27,0
C0010,2023-06,23,62,Center,Enterprise,42.11,348.2,0,0,Debit,0,1,29,0
C0010,2023-07,24,62,Center,Enterprise,42.11,496.44,1,0,Debit,1,3,18,0
C0010,2023-08,25,62,Center,Enterprise,42.11,371.53,0,0,Debit,0,4,24,0
C0010,2023-09,26,62,Center,Enterprise,42.11,398.17,0,0,Debit,0,0,31,0
C0010,2023-10,27,62,Center,Enterprise,42.11,592.32,1,0,Debit,0,4,25,0
C0010,2023-11,28,62,Center,Enterprise,42.11,489.13,0,0,Debit,0,0,25,0
C0010,2023-12,29,62,Center,Enterprise,42.11,420.02,1,0,Debit,0,0,23,0
C0010,2024-01,30,62,Center,Enterprise,42.11,622.14,1,0,Debit,0,3,26,0
C0010,2024-02,31,62,Center,Enterprise,42.11,510.93,1,1,Debit,0,0,26,0
C0010,2024-03,32,62,Center,Enterprise,42.11,464.56,0,0,Debit,0,1,29,0
C0010,2024-04,33,62,Center,Enterprise,42.11,513.43,0,0,Debit,0,2,17,0
C0010,2024-05,34,62,Center,Enterprise,42.11,531.93,1,1,Debit,0,2,21,0
C0010,2024-06,35,62,Center,Enterprise,42.11,539.09,0,1,Debit,0,1,16,0
C0010,2024-07,36,62,Center,Enterprise,42.11,403.66,0,0,Debit,0,1,27,0
C0010,2024-08,37,62,Center,Enterprise,42.11,352.31,1,1,Debit,0,0,20,0
C0010,2024-09,38,62,Center,Enterprise,42.11,544.32,0,0,Debit,1,1,22,0
C0010,2024-10,39,62,Center,Enterprise,42.11,521.29,0,0,Debit,0,1,27,0
C0010,2024-11,40,62,Center,Enterprise,42.11,478.7,0,0,Debit,0,1,36,0
C0010,2024-12,41,62,Center,Enterprise,42.11,396.15,0,1,Debit,1,1,20,0
C0010,2025-01,42,62,Center,Enterprise,42.11,570.75,0,0,Debit,0,3,33,0
C0010,2025-02,43,62,Center,Enterprise,42.11,447.69,1,0,Debit,0,1,21,0
C0010,2025-03,44,62,Center,Enterprise,42.11,476.77,0,0,Debit,0,0,27,0
C0010,2025-04,45,62,Center,Enterprise,42.11,438.4,2,0,Debit,0,1,28,1
C0011,2023-01,6,29,Center,Monthly,56.37,142.88,0,0,DigitalWallet,0,0,30,0
C0011,2023-02,7,29,Center,Monthly,56.37,281.02,0,0,DigitalWallet,0,0,30,0
C0011,2023-03,8,29,Center,Monthly,56.37,196.08,1,0,DigitalWallet,0,1,21,0
C0011,2023-04,9,29,Center,Monthly,56.37,299.3,2,0,DigitalWallet,0,2,26,0
C0011,2023-05,10,29,Center,Monthly,56.37,228.31,1,0,DigitalWallet,0,1,18,0
C0011,2023-06,11,29,Center,Monthly,56.37,170.6,0,0,DigitalWallet,0,1,26,0
C0011,2023-07,12,29,Center,Monthly,56.37,201.05,0,1,DigitalWallet,0,3,21,0
C0011,2023-08,13,29,Center,Monthly,56.37,270.17,1,0,DigitalWallet,1,1,24,0
C0011,2023-09,14,29,Center,Monthly,56.37,96.36,0,0,DigitalWallet,1,2,23,0
C0011,2023-10,15,29,Center,Monthly,56.37,206.01,0,1,DigitalWallet,0,0,23,1
C0012,2023-01,20,37,East,Enterprise,57.72,637.45,0,0,Debit,0,2,29,1
C0013,2023-01,3,49,Center,Monthly,88.56,483.81,1,0,CreditCard,0,3,19,0
C0013,2023-02,4,49,Center,Monthly,88.56,558.65,1,0,CreditCard,0,1,26,0
C0013,2023-03,5,49,Center,Monthly,88.56,362.68,2,0,CreditCard,0,2,14,0
C0013,2023-04,6,49,Center,Monthly,88.56,456.91,1,1,CreditCard,0,1,25,0
C0013,2023-05,7,49,Center,Monthly,88.56,490.92,1,0,CreditCard,1,3,20,0
C0013,2023-06,8,49,Center,Monthly,88.56,575.62,2,0,CreditCard,0,0,27,0
C0013,2023-07,9,49,Center,Monthly,88.56,454.4,1,0,CreditCard,0,1,19,0
C0013,2023-08,10,49,Center,Monthly,88.56,483.62,0,1,CreditCard,0,0,31,0
C0013,2023-09,11,49,Center,Monthly,88.56,379.95,0,0,CreditCard,1,2,18,0
C0013,2023-10,12,49,Center,Monthly,88.56,480.42,0,0,CreditCard,0,0,28,0
C0013,2023-11,13,49,Center,Monthly,88.56,536.93,0,0,CreditCard,0,1,21,0
C0013,2023-12,14,49,Center,Monthly,88.56,578.62,1,1,CreditCard,1,1,33,1
C0014,2023-01,19,62,Center,Annual,72.46,446.94,0,0,Debit,0,0,23,0
C0014,2023-02,20,62,Center,Annual,72.46,526.84,0,0,Debit,0,0,26,0
C0014,2023-03,21,62,Center,Annual,72.46,493.11,1,0,Debit,0,1,29,1
C0015,2023-01,10,62,International,Monthly,47.92,551.59,0,0,BankTransfer,0,3,26,1
C0016,2023-01,9,56,North,Premium,76.81,224.1,0,1,CreditCard,1,0,18,1
C0017,2023-01,10,47,International,Enterprise,46.54,569.67,0,1,BankTransfer,0,0,19,1
C0018,2023-01,6,60,Lima,Monthly,48.91,523.57,1,0,DigitalWallet,0,1,24,0
C0018,2023-02,7,60,Lima,Monthly,48.91,556.4,0,0,DigitalWallet,0,2,17,0
C0018,2023-03,8,60,Lima,Monthly,48.91,483.14,0,1,DigitalWallet,0,0,21,0
C0018,2023-04,9,60,Lima,Monthly,48.91,491.01,1,0,DigitalWallet,0,1,24,0
C0018,2023-05,10,60,Lima,Monthly,48.91,534.94,0,0,DigitalWallet,0,1,28,0
C0018,2023-06,11,60,Lima,Monthly,48.91,497.77,0,1,DigitalWallet,0,0,30,0
C0018,2023-07,12,60,Lima,Monthly,48.91,516.1,0,2,DigitalWallet,0,3,32,1
C0019,2023-01,20,20,Center,Monthly,59.87,109.95,0,0,Debit,0,0,18,1
C0020,2023-01,15,45,Lima,Enterprise,68.07,353.59,1,0,Cash,0,1,29,0
C0020,2023-02,16,45,Lima,Enterprise,68.07,493.58,0,0,Cash,1,3,24,0
C0020,2023-03,17,45,Lima,Enterprise,68.07,467.61,1,0,Cash,0,3,29,0
C0020,2023-04,18,45,Lima,Enterprise,68.07,482.96,0,1,Cash,0,2,25,0
C0020,2023-05,19,45,Lima,Enterprise,68.07,536.32,3,0,Cash,1,2,21,1
C0021,2023-01,19,43,International,Monthly,55.21,659.07,1,0,Cash,1,3,22,0
C0021,2023-02,20,43,International,Monthly,55.21,633.82,0,0,Cash,1,1,18,0
C0021,2023-03,21,43,International,Monthly,55.21,644.7,0,0,Cash,0,0,29,0
C0021,2023-04,22,43,International,Monthly,55.21,592.98,2,0,Cash,0,3,24,0
C0021,2023-05,23,43,International,Monthly,55.21,628.57,0,0,Cash,1,0,23,0
C0021,2023-06,24,43,International,Monthly,55.21,548.83,1,1,Cash,0,0,26,0
C0021,2023-07,25,43,International,Monthly,55.21,506.02,1,1,Cash,0,1,29,0
C0021,2023-08,26,43,International,Monthly,55.21,560.98,0,0,Cash,0,1,22,1
C0022,2023-01,9,21,Center,Enterprise,70.07,511.61,0,0,Debit,0,3,24,0
C0022,2023-02,10,21,Center,Enterprise,70.07,540.6,0,0,Debit,1,0,23,0
C0022,2023-03,11,21,Center,Enterprise,70.07,370.06,0,0,Debit,0,3,23,0
C0022,2023-04,12,21,Center,Enterprise,70.07,415.52,2,0,Debit,0,2,21,0
C0022,2023-05,13,21,Center,Enterprise,70.07,485.68,0,0,Debit,0,2,25,0
C0022,2023-06,14,21,Center,Enterprise,70.07,586.36,0,1,Debit,1,2,20,0
C0022,2023-07,15,21,Center,Enterprise,70.07,407.75,0,0,Debit,1,2,17,0
C0022,2023-08,16,21,Center,Enterprise,70.07,411.14,1,0,Debit,1,0,24,0
C0022,2023-09,17,21,Center,Enterprise,70.07,472.04,1,0,Debit,0,4,25,0
C0022,2023-10,18,21,Center,Enterprise,70.07,414.67,1,0,Debit,0,3,26,0
C0022,2023-11,19,21,Center,Enterprise,70.07,405.71,1,1,Debit,0,0,31,1
C0023,2023-01,6,56,Center,Premium,68.27,529.92,0,0,DigitalWallet,0,3,28,0
C0023,2023-02,7,56,Center,Premium,68.27,559.27,0,0,DigitalWallet,0,2,22,0
C0023,2023-03,8,56,Center,Premium,68.27,627.84,1,1,DigitalWallet,0,0,17,0
C0023,2023-04,9,56,Center,Premium,68.27,580.22,0,0,DigitalWallet,0,3,39,0
C0023,2023-05,10,56,Center,Premium,68.27,522.58,0,1,DigitalWallet,1,2,30,0
C0023,2023-06,11,56,Center,Premium,68.27,498.07,0,0,DigitalWallet,0,2,26,0
C0023,2023-07,12,56,Center,Premium,68.27,493.96,0,1,DigitalWallet,0,1,18,0
C0023,2023-08,13,56,Center,Premium,68.27,444.67,1,0,DigitalWallet,1,3,24,0
C0023,2023-09,14,56,Center,Premium,68.27,535.78,0,1,DigitalWallet,0,2,21,0
C0023,2023-10,15,56,Center,Premium,68.27,421.9,2,1,DigitalWallet,0,1,24,0
C0023,2023-11,16,56,Center,Premium,68.27,485.0,1,1,DigitalWallet,1,0,31,0
C0023,2023-12,17,56,Center,Premium,68.27,395.08,0,0,DigitalWallet,0,1,29,0
C0023,2024-01,18,56,Center,Premium,68.27,464.98,2,0,DigitalWallet,0,1,23,0
C0023,2024-02,19,56,Center,Premium,68.27,656.8,0,0,DigitalWallet,1,3,28,0
C0023,2024-03,20,56,Center,Premium,68.27,587.44,1,1,DigitalWallet,0,1,32,0
C0023,2024-04,21,56,Center,Premium,68.27,430.26,0,1,DigitalWallet,0,2,19,0
C0023,2024-05,22,56,Center,Premium,68.27,630.78,1,0,DigitalWallet,0,3,26,0
C0023,2024-06,23,56,Center,Premium,68.27,488.97,1,0,DigitalWallet,1,4,22,0
C0023,2024-07,24,56,Center,Premium,68.27,438.8,1,0,DigitalWallet,0,3,28,0
C0023,2024-08,25,56,Center,Premium,68.27,519.83,0,1,DigitalWallet,0,0,27,0
C0023,2024-09,26,56,Center,Premium,68.27,430.29,1,0,DigitalWallet,0,1,27,0
C0023,2024-10,27,56,Center,Premium,68.27,506.72,0,0,DigitalWallet,0,2,30,0
C0023,2024-11,28,56,Center,Premium,68.27,488.19,1,0,DigitalWallet,0,1,29,0
C0023,2024-12,29,56,Center,Premium,68.27,527.82,0,1,DigitalWallet,0,0,15,0
C0023,2025-01,30,56,Center,Premium,68.27,529.77,0,0,DigitalWallet,0,0,28,0
C0023,2025-02,31,56,Center,Premium,68.27,538.03,1,0,DigitalWallet,0,1,31,0
C0023,2025-03,32,56,Center,Premium,68.27,486.23,1,0,DigitalWallet,1,2,24,0
C0023,2025-04,33,56,Center,Premium,68.27,451.44,0,0,DigitalWallet,1,2,25,0
C0023,2025-05,34,56,Center,Premium,68.27,486.28,0,0,DigitalWallet,0,2,24,0
C0023,2025-06,35,56,Center,Premium,68.27,350.88,1,0,DigitalWallet,0,1,23,0
C0023,2025-07,36,56,Center,Premium,68.27,509.59,0,0,DigitalWallet,0,5,17,0
C0023,2025-08,37,56,Center,Premium,68.27,504.69,0,0,DigitalWallet,0,0,22,0
C0023,2025-09,38,56,Center,Premium,68.27,527.26,0,0,DigitalWallet,0,1,26,0
C0023,2025-10,39,56,Center,Premium,68.27,506.98,0,0,DigitalWallet,0,2,24,0
C0023,2025-11,40,56,Center,Premium,68.27,489.85,1,0,DigitalWallet,0,0,21,0
C0023,2025-12,41,56,Center,Premium,68.27,450.6,0,0,DigitalWallet,0,1,24,0
C0023,2026-01,42,56,Center,Premium,68.27,445.6,1,0,DigitalWallet,0,3,27,0
C0023,2026-02,43,56,Center,Premium,68.27,403.25,0,0,DigitalWallet,1,3,27,1
C0024,2023-01,20,61,North,Enterprise,89.41,327.89,0,0,Debit,0,0,24,0
C0024,2023-02,21,61,North,Enterprise,89.41,372.56,1,1,Debit,0,1,26,0
C0024,2023-03,22,61,North,Enterprise,89.41,281.62,0,1,Debit,0,0,26,1
C0025,2023-01,15,69,Lima,Premium,87.48,439.2,3,0,CreditCard,0,2,23,0
C0025,2023-02,16,69,Lima,Premium,87.48,429.96,0,1,CreditCard,0,1,27,0
C0025,2023-03,17,69,Lima,Premium,87.48,256.43,1,0,CreditCard,0,1,23,0
C0025,2023-04,18,69,Lima,Premium,87.48,443.97,0,0,CreditCard,0,5,27,0
C0025,2023-05,19,69,Lima,Premium,87.48,501.02,3,1,CreditCard,0,2,22,0
C0025,2023-06,20,69,Lima,Premium,87.48,415.48,1,0,CreditCard,0,1,17,0
C0025,2023-07,21,69,Lima,Premium,87.48,411.43,0,0,CreditCard,0,0,27,1
C0026,2023-01,13,52,Lima,Premium,46.53,473.2,0,0,BankTransfer,0,0,16,0
C0026,2023-02,14,52,Lima,Premium,46.53,449.67,0,0,BankTransfer,0,0,19,0
C0026,2023-03,15,52,Lima,Premium,46.53,356.4,1,1,BankTransfer,0,5,33,0
C0026,2023-04,16,52,Lima,Premium,46.53,473.36,0,0,BankTransfer,1,0,17,1
C0027,2023-01,8,21,North,Premium,60.42,324.59,1,0,BankTransfer,0,2,30,0
C0027,2023-02,9,21,North,Premium,60.42,509.11,0,0,BankTransfer,0,0,28,0
C0027,2023-03,10,21,North,Premium,60.42,362.08,1,0,BankTransfer,0,2,22,0
C0027,2023-04,11,21,North,Premium,60.42,414.99,1,0,BankTransfer,0,2,25,0
C0027,2023-05,12,21,North,Premium,60.42,379.0,0,0,BankTransfer,0,1,31,0
C0027,2023-06,13,21,North,Premium,60.42,258.86,1,0,BankTransfer,1,1,24,0
C0027,2023-07,14,21,North,Premium,60.42,406.55,0,1,BankTransfer,0,0,28,1
C0028,2023-01,17,23,Lima,Premium,73.74,522.58,1,0,Debit,0,2,21,0
C0028,2023-02,18,23,Lima,Premium,73.74,622.16,0,1,Debit,0,0,7,0
C0028,2023-03,19,23,Lima,Premium,73.74,609.2,0,0,Debit,0,2,25,0
C0028,2023-04,20,23,Lima,Premium,73.74,533.83,0,1,Debit,1,1,14,0
C0028,2023-05,21,23,Lima,Premium,73.74,607.92,0,1,Debit,0,4,31,0
C0028,2023-06,22,23,Lima,Premium,73.74,521.14,0,0,Debit,0,2,21,0
C0028,2023-07,23,23,Lima,Premium,73.74,458.79,0,0,Debit,0,1,26,0
C0028,2023-08,24,23,Lima,Premium,73.74,554.56,2,1,Debit,0,4,23,0
